Tiro N,Color,Coordenada X,Coordenada Y,Valor Pixel
5223,Blanco,28,127,255
5224,No blanco,145,146,162
5225,Blanco,152,222,255
5226,No blanco,99,54,162
5227,Blanco,61,15,255
5228,No blanco,129,172,162
5229,Blanco,9,116,255
5230,No blanco,159,174,158
5231,Blanco,200,147,255
5232,Blanco,11,77,255
5233,Blanco,31,52,255
5234,Blanco,47,20,255
5235,Blanco,219,180,255
5236,Blanco,73,196,255
5237,No blanco,104,140,162
5238,Blanco,64,133,255
5239,Blanco,16,151,255
5240,No blanco,177,131,162
5241,Blanco,10,164,255
5242,Blanco,113,24,255
5243,Blanco,54,128,253
5244,Blanco,180,15,255
5245,Blanco,215,80,255
5246,Blanco,214,163,255
5247,No blanco,139,86,162
5248,Blanco,122,48,255
5249,No blanco,94,27,193
5250,No blanco,93,141,162
5251,Blanco,92,39,251
5252,Blanco,198,60,255
5253,Blanco,25,49,255
5254,Blanco,25,14,255
5255,Blanco,63,42,255
5256,Blanco,21,69,255
5257,Blanco,49,133,255
5258,Blanco,17,130,255
5259,No blanco,101,123,162
5260,Blanco,128,57,255
5261,No blanco,89,73,160
5262,Blanco,120,202,255
5263,No blanco,163,114,162
5264,Blanco,32,224,255
5265,Blanco,117,52,253
5266,No blanco,136,98,162
5267,No blanco,135,129,162
5268,Blanco,215,187,255
5269,Blanco,71,45,255
5270,Blanco,125,42,255
5271,No blanco,139,107,162
5272,Blanco,223,87,255
5273,Blanco,152,34,255
5274,Blanco,96,1,255
5275,No blanco,157,149,162
5276,Blanco,9,194,255
5277,No blanco,95,132,162
5278,Blanco,216,28,255
5279,Blanco,202,100,255
5280,No blanco,120,117,162
5281,Blanco,195,219,255
5282,Blanco,223,135,255
5283,Blanco,205,48,255
5284,Blanco,214,97,255
5285,Blanco,21,37,255
5286,Blanco,36,176,255
5287,Blanco,25,93,255
5288,No blanco,112,123,162
5289,Blanco,214,112,255
5290,Blanco,17,125,255
5291,Blanco,23,209,255
5292,Blanco,56,59,255
5293,No blanco,77,132,162
5294,No blanco,118,161,162
5295,Blanco,57,13,255
5296,Blanco,52,208,255
5297,No blanco,62,123,162
5298,Blanco,72,68,255
5299,No blanco,146,159,162
5300,Blanco,47,187,255
5301,No blanco,147,135,162
5302,Blanco,133,26,255
5303,Blanco,82,159,255
5304,Blanco,63,224,255
5305,No blanco,92,157,162
5306,Blanco,180,214,255
5307,Blanco,35,24,255
5308,No blanco,123,109,162
5309,Blanco,204,94,255
5310,Blanco,180,215,255
5311,Blanco,6,125,255
5312,No blanco,119,73,162
5313,Blanco,25,5,255
5314,No blanco,134,101,162
5315,Blanco,45,105,255
5316,Blanco,71,14,255
5317,No blanco,120,82,162
5318,Blanco,136,45,255
5319,Blanco,23,8,255
5320,No blanco,132,120,162
5321,Blanco,136,33,255
5322,Blanco,21,7,255
5323,No blanco,155,133,162
5324,No blanco,109,155,162
5325,Blanco,173,14,255
5326,Blanco,31,171,255
5327,No blanco,103,124,162
5328,Blanco,204,78,255
5329,Blanco,90,50,255
5330,Blanco,16,5,255
5331,Blanco,163,15,255
5332,Blanco,210,70,255
5333,Blanco,71,76,255
5334,Blanco,188,79,255
5335,Blanco,171,195,255
5336,Blanco,212,171,255
5337,Blanco,24,145,255
5338,Blanco,91,12,255
5339,No blanco,105,91,162
5340,Blanco,147,3,255
5341,No blanco,143,131,162
5342,Blanco,218,191,255
5343,Blanco,23,158,255
5344,Blanco,61,97,255
5345,No blanco,95,162,162
5346,Blanco,213,145,255
5347,Blanco,22,128,255
5348,Blanco,1,52,255
5349,Blanco,19,187,255
5350,No blanco,66,154,162
5351,Blanco,210,104,255
5352,No blanco,46,122,162
5353,Blanco,217,25,255
5354,Blanco,32,133,255
5355,Blanco,11,167,255
5356,No blanco,124,112,162
5357,Blanco,117,9,255
5358,Blanco,32,75,255
5359,Blanco,61,182,255
5360,Blanco,4,200,255
5361,No blanco,150,133,162
5362,Blanco,5,32,255
5363,Blanco,118,222,255
5364,No blanco,68,113,162
5365,Blanco,10,139,255
5366,Blanco,83,202,255
5367,Blanco,179,207,255
5368,Blanco,79,221,255
5369,Blanco,209,52,255
5370,Blanco,80,15,255
5371,Blanco,11,174,255
5372,No blanco,89,85,162
5373,No blanco,166,141,162
5374,Blanco,154,199,255
5375,Blanco,109,214,255
5376,Blanco,224,85,255
5377,Blanco,6,55,255
5378,Blanco,143,175,255
5379,No blanco,109,76,162
5380,No blanco,116,133,162
5381,Blanco,73,8,255
5382,Blanco,137,206,255
5383,Blanco,84,3,255
5384,Blanco,192,4,255
5385,No blanco,126,75,162
5386,Blanco,213,188,255
5387,Blanco,219,167,255
5388,Blanco,16,148,255
5389,No blanco,118,69,162
5390,No blanco,142,140,162
5391,Blanco,2,21,255
5392,Blanco,30,29,255
5393,Blanco,13,50,255
5394,No blanco,99,108,162
5395,No blanco,176,69,162
5396,Blanco,88,12,255
5397,Blanco,156,40,255
5398,No blanco,94,93,162
5399,Blanco,23,116,255
5400,Blanco,4,191,255
5401,No blanco,147,105,162
5402,No blanco,107,103,162
5403,Blanco,44,52,255
5404,Blanco,202,154,255
5405,Blanco,157,1,255
5406,Blanco,171,217,255
5407,No blanco,115,81,162
5408,No blanco,101,61,162
5409,Blanco,68,161,255
5410,Blanco,177,16,255
5411,Blanco,70,86,255
5412,Blanco,113,37,255
5413,Blanco,165,9,255
5414,No blanco,130,135,162
5415,No blanco,159,90,162
5416,Blanco,211,54,255
5417,Blanco,41,147,255
5418,No blanco,171,133,162
5419,Blanco,154,38,255
5420,Blanco,41,26,255
5421,Blanco,77,52,255
5422,Blanco,66,11,255
5423,Blanco,26,69,255
5424,Blanco,216,108,255
5425,No blanco,112,134,162
5426,Blanco,168,38,255
5427,Blanco,120,0,255
5428,Blanco,197,37,255
5429,Blanco,205,220,255
5430,Blanco,34,132,255
5431,No blanco,148,81,162
5432,Blanco,152,3,255
5433,No blanco,152,113,162
5434,Blanco,79,1,255
5435,Blanco,22,113,255
5436,No blanco,118,110,162
5437,Blanco,24,160,255
5438,Blanco,64,69,255
5439,No blanco,86,142,162
5440,Blanco,115,15,255
5441,Blanco,28,1,255
5442,No blanco,117,94,162
5443,Blanco,96,62,210
5444,Blanco,208,86,255
5445,No blanco,104,111,162
5446,No blanco,117,145,162
5447,Blanco,59,153,254
5448,No blanco,161,118,162
5449,No blanco,164,84,162
5450,Blanco,7,77,255
5451,No blanco,106,118,162
5452,Blanco,20,72,255
5453,No blanco,131,142,162
5454,Blanco,223,88,255
5455,Blanco,91,212,255
5456,Blanco,220,97,255
5457,Blanco,106,223,255
5458,No blanco,95,86,162
5459,No blanco,156,119,162
5460,Blanco,69,138,201
5461,Blanco,211,138,255
5462,No blanco,98,164,162
5463,Blanco,6,73,255
5464,Blanco,48,13,255
5465,Blanco,28,108,255
5466,No blanco,94,41,184
5467,Blanco,92,220,255
5468,No blanco,77,188,162
5469,Blanco,16,170,255
5470,Blanco,221,87,255
5471,Blanco,68,65,255
5472,Blanco,78,3,255
5473,Blanco,23,29,255
5474,No blanco,77,183,162
5475,No blanco,36,120,162
5476,Blanco,219,25,255
5477,No blanco,107,86,162
5478,Blanco,81,61,255
5479,No blanco,74,129,162
5480,Blanco,55,210,255
5481,Blanco,208,223,255
5482,Blanco,5,28,255
5483,Blanco,65,92,255
5484,No blanco,156,63,159
5485,Blanco,209,123,255
5486,Blanco,45,11,255
5487,Blanco,45,32,255
5488,Blanco,61,68,255
5489,Blanco,213,205,255
5490,Blanco,159,188,255
5491,Blanco,58,21,255
5492,No blanco,78,187,162
5493,Blanco,176,9,255
5494,No blanco,122,188,162
5495,Blanco,116,206,255
5496,Blanco,53,28,255
5497,Blanco,108,203,255
5498,Blanco,0,58,255
5499,Blanco,202,96,255
5500,Blanco,0,47,255
5501,No blanco,113,135,162
5502,Blanco,112,8,255
5503,Blanco,206,170,255
5504,Blanco,21,174,255
5505,Blanco,16,28,255
5506,No blanco,183,157,162
5507,No blanco,79,140,162
5508,Blanco,111,182,254
5509,No blanco,114,100,162
5510,Blanco,69,0,255
5511,Blanco,7,216,255
5512,Blanco,157,58,254
5513,No blanco,137,113,162
5514,No blanco,113,150,162
5515,Blanco,192,84,255
5516,No blanco,162,110,162
5517,Blanco,68,205,255
5518,No blanco,145,80,162
5519,No blanco,104,143,162
5520,Blanco,108,198,255
5521,No blanco,144,71,162
5522,Blanco,139,202,255
5523,Blanco,20,5,255
5524,Blanco,1,204,255
5525,Blanco,24,86,255
5526,Blanco,44,173,255
5527,Blanco,79,18,255
5528,Blanco,200,19,255
5529,Blanco,105,3,255
5530,Blanco,209,1,255
5531,Blanco,170,15,255
5532,Blanco,1,217,255
5533,No blanco,138,150,162
5534,No blanco,152,138,162
5535,Blanco,56,17,255
5536,Blanco,108,13,255
5537,Blanco,20,174,255
5538,Blanco,125,210,255
5539,Blanco,33,169,255
5540,Blanco,64,189,255
5541,Blanco,79,28,255
5542,Blanco,26,49,255
5543,Blanco,168,197,255
5544,Blanco,18,111,255
5545,No blanco,162,159,184
5546,Blanco,168,222,255
5547,Blanco,50,154,255
5548,Blanco,11,136,255
5549,Blanco,39,82,255
5550,No blanco,150,142,162
5551,Blanco,11,25,255
5552,Blanco,45,62,255
5553,Blanco,96,181,255
5554,No blanco,94,127,162
5555,No blanco,168,148,162
5556,No blanco,178,123,162
5557,Blanco,165,45,255
5558,Blanco,216,56,255
5559,No blanco,126,148,162
5560,Blanco,53,100,255
5561,Blanco,11,141,255
5562,No blanco,38,124,162
5563,No blanco,77,185,162
5564,Blanco,7,132,255
5565,Blanco,19,151,255
5566,No blanco,114,162,162
5567,No blanco,169,92,162
5568,Blanco,99,205,255
5569,Blanco,209,26,255
5570,Blanco,28,6,255
5571,Blanco,209,34,255
5572,Blanco,188,26,255
5573,Blanco,12,46,255
5574,No blanco,121,80,162
5575,Blanco,196,116,255
5576,Blanco,14,82,255
5577,No blanco,130,156,162
5578,Blanco,182,85,230
5579,Blanco,128,213,255
5580,Blanco,24,180,255
5581,Blanco,125,46,255
5582,Blanco,52,191,255
5583,Blanco,199,130,255
5584,Blanco,223,128,255
5585,No blanco,123,130,162
5586,Blanco,129,20,255
5587,No blanco,106,48,162
5588,Blanco,217,183,255
5589,Blanco,46,109,253
5590,No blanco,178,96,162
5591,No blanco,166,126,162
5592,Blanco,54,179,255
5593,No blanco,109,100,162
5594,No blanco,153,132,162
5595,Blanco,12,178,255
5596,Blanco,16,60,255
5597,Blanco,45,186,255
5598,Blanco,162,207,255
5599,Blanco,37,211,255
5600,Blanco,190,129,255
5601,No blanco,139,59,162
5602,Blanco,222,9,255
5603,Blanco,215,60,255
5604,Blanco,81,67,255
5605,Blanco,26,139,255
5606,No blanco,88,147,162
5607,Blanco,148,209,255
5608,Blanco,222,188,255
5609,No blanco,61,147,163
5610,No blanco,102,164,162
5611,No blanco,170,86,162
5612,No blanco,171,107,162
5613,No blanco,187,53,162
5614,Blanco,184,18,255
5615,Blanco,13,5,255
5616,Blanco,86,208,255
5617,No blanco,112,75,162
5618,No blanco,62,118,162
5619,No blanco,174,120,162
5620,Blanco,139,18,255
5621,Blanco,18,23,255
5622,Blanco,78,19,255
5623,Blanco,201,36,255
5624,Blanco,13,55,255
5625,Blanco,201,157,255
5626,Blanco,35,103,255
5627,Blanco,92,205,255
5628,Blanco,190,131,255
5629,No blanco,182,139,157
5630,Blanco,205,67,255
5631,Blanco,118,214,255
5632,Blanco,116,24,255
5633,Blanco,43,5,255
5634,Blanco,48,216,255
5635,No blanco,101,63,162
5636,No blanco,78,107,162
5637,Blanco,217,50,255
5638,Blanco,4,22,255
5639,Blanco,157,178,253
5640,No blanco,188,121,162
5641,No blanco,83,140,162
5642,No blanco,153,76,162
5643,Blanco,197,210,255
5644,Blanco,221,130,255
5645,Blanco,1,110,255
5646,No blanco,131,100,162
5647,Blanco,4,168,255
5648,Blanco,212,134,255
5649,Blanco,185,137,255
5650,Blanco,4,91,255
5651,No blanco,83,112,162
5652,No blanco,143,152,162
5653,No blanco,166,107,162
5654,No blanco,153,118,162
5655,Blanco,25,65,255
5656,Blanco,69,103,255
5657,Blanco,52,175,255
5658,Blanco,47,65,255
5659,Blanco,128,41,255
5660,Blanco,38,58,255
5661,No blanco,74,186,157
5662,Blanco,165,199,255
5663,Blanco,41,8,255
5664,Blanco,49,175,255
5665,Blanco,200,6,255
5666,Blanco,117,15,255
5667,Blanco,210,211,255
5668,Blanco,155,188,255
5669,Blanco,70,52,255
5670,Blanco,46,100,255
5671,Blanco,89,208,255
5672,Blanco,41,34,255
5673,Blanco,186,27,255
5674,Blanco,29,109,255
5675,No blanco,43,116,162
5676,Blanco,48,4,255
5677,Blanco,105,191,255
5678,Blanco,50,143,255
5679,Blanco,211,74,255
5680,No blanco,100,150,162
5681,Blanco,177,198,255
5682,Blanco,149,42,255
5683,No blanco,176,161,162
5684,Blanco,216,163,255
5685,No blanco,148,125,162
5686,Blanco,0,87,255
5687,Blanco,94,58,255
5688,Blanco,67,217,255
5689,Blanco,88,11,255
5690,Blanco,36,13,255
5691,Blanco,179,18,255
5692,Blanco,152,41,255
5693,No blanco,65,115,162
5694,Blanco,124,18,255
5695,Blanco,97,203,255
5696,Blanco,44,38,255
5697,No blanco,100,115,162
5698,Blanco,159,0,255
5699,Blanco,127,18,255
5700,Blanco,52,161,255
5701,Blanco,213,165,255
5702,Blanco,190,42,255
5703,Blanco,9,134,255
5704,No blanco,117,95,162
5705,Blanco,27,206,255
5706,No blanco,147,83,162
5707,Blanco,46,60,255
5708,Blanco,107,204,255
5709,No blanco,182,141,162
5710,Blanco,217,2,255
5711,Blanco,210,115,255
5712,Blanco,21,40,255
5713,Blanco,83,4,255
5714,Blanco,137,216,255
5715,Blanco,75,44,255
5716,Blanco,95,21,255
5717,No blanco,150,63,162
5718,No blanco,128,74,162
5719,Blanco,182,218,255
5720,No blanco,106,151,162
5721,Blanco,76,90,255
5722,Blanco,153,208,255
5723,Blanco,35,166,255
5724,Blanco,215,166,255
5725,Blanco,215,63,255
5726,Blanco,53,84,255
5727,Blanco,212,108,255
5728,Blanco,6,51,255
5729,Blanco,83,156,255
5730,Blanco,21,38,255
5731,Blanco,140,10,255
5732,Blanco,75,47,255
5733,Blanco,122,40,255
5734,No blanco,123,106,162
5735,No blanco,80,137,162
5736,Blanco,224,36,255
5737,Blanco,0,27,255
5738,No blanco,150,80,162
5739,No blanco,153,144,162
5740,Blanco,2,77,255
5741,No blanco,174,110,162
5742,No blanco,162,154,162
5743,Blanco,66,21,255
5744,Blanco,204,163,255
5745,Blanco,64,139,254
5746,Blanco,143,171,255
5747,No blanco,128,132,162
5748,Blanco,139,195,255
5749,No blanco,68,154,160
5750,Blanco,59,142,255
5751,Blanco,35,220,255
5752,Blanco,185,213,255
5753,Blanco,135,33,255
5754,Blanco,209,222,255
5755,No blanco,108,115,162
5756,Blanco,195,53,255
5757,Blanco,64,174,255
5758,No blanco,149,151,162
5759,Blanco,87,1,255
5760,No blanco,127,75,162
5761,No blanco,113,182,162
5762,No blanco,119,147,162
5763,Blanco,61,62,255
5764,Blanco,108,8,255
5765,Blanco,41,41,255
5766,No blanco,128,152,162
5767,Blanco,22,196,255
5768,No blanco,158,149,162
5769,Blanco,20,135,255
5770,Blanco,101,22,254
5771,Blanco,12,138,255
5772,Blanco,86,68,255
5773,Blanco,203,185,255
5774,Blanco,143,193,255
5775,Blanco,162,8,255
5776,Blanco,163,172,252
5777,Blanco,74,15,255
5778,Blanco,33,101,255
5779,No blanco,88,130,162
5780,Blanco,201,47,255
5781,Blanco,207,8,255
5782,No blanco,153,138,162
5783,Blanco,65,128,253
5784,No blanco,111,119,162
5785,Blanco,90,63,255
5786,Blanco,143,189,255
5787,No blanco,185,114,162
5788,No blanco,186,124,177
5789,No blanco,129,151,162
5790,Blanco,128,44,255
5791,Blanco,28,201,255
5792,Blanco,85,31,255
5793,Blanco,53,187,255
5794,Blanco,73,175,254
5795,Blanco,188,216,255
5796,No blanco,178,120,162
5797,Blanco,61,84,255
5798,Blanco,143,35,255
5799,Blanco,213,62,255
5800,Blanco,138,171,255
5801,No blanco,113,106,162
5802,Blanco,38,164,255
5803,No blanco,105,132,162
5804,No blanco,123,183,162
5805,No blanco,162,113,162
5806,No blanco,51,122,162
5807,Blanco,74,7,255
5808,Blanco,210,125,255
5809,No blanco,42,119,162
5810,No blanco,82,120,162
5811,No blanco,105,93,162
5812,Blanco,119,33,255
5813,Blanco,59,93,255
5814,Blanco,64,101,255
5815,No blanco,44,111,162
5816,No blanco,176,86,162
5817,Blanco,45,140,255
5818,Blanco,81,23,255
5819,Blanco,20,100,255
5820,No blanco,107,90,162
5821,Blanco,151,190,255
5822,Blanco,102,11,255
5823,Blanco,43,101,255
5824,No blanco,73,137,162
5825,Blanco,155,222,255
5826,Blanco,15,156,255
5827,No blanco,136,143,162
5828,No blanco,185,161,162
5829,Blanco,121,219,255
5830,No blanco,70,148,162
5831,Blanco,211,180,255
5832,Blanco,81,21,255
5833,Blanco,24,110,255
5834,Blanco,81,36,255
5835,Blanco,191,16,255
5836,Blanco,49,47,255
5837,Blanco,155,16,255
5838,Blanco,24,219,255
5839,Blanco,204,187,255
5840,Blanco,197,95,255
5841,Blanco,82,13,255
5842,Blanco,11,187,255
5843,Blanco,25,68,255
5844,Blanco,3,218,255
5845,Blanco,47,194,255
5846,No blanco,181,128,162
5847,No blanco,122,70,162
5848,Blanco,16,11,255
5849,No blanco,181,156,162
5850,Blanco,223,44,255
5851,Blanco,43,194,255
5852,No blanco,99,73,162
5853,Blanco,159,35,255
5854,Blanco,181,25,255
5855,Blanco,189,172,255
5856,Blanco,105,197,255
5857,Blanco,220,102,255
5858,Blanco,203,171,255
5859,Blanco,33,26,255
5860,No blanco,97,27,160
5861,Blanco,159,34,255
5862,Blanco,161,22,255
5863,Blanco,74,28,255
5864,Blanco,36,95,255
5865,Blanco,190,67,254
5866,Blanco,43,16,255
5867,No blanco,169,153,162
5868,Blanco,38,65,255
5869,Blanco,152,198,255
5870,Blanco,151,213,255
5871,Blanco,160,5,255
5872,Blanco,79,201,255
5873,Blanco,78,61,255
5874,Blanco,218,223,255
5875,Blanco,175,18,255
5876,Blanco,40,13,255
5877,Blanco,7,104,255
5878,Blanco,188,42,255
5879,Blanco,157,206,255
5880,Blanco,165,3,255
5881,No blanco,77,137,162
5882,Blanco,57,76,255
5883,Blanco,173,184,255
5884,No blanco,125,96,162
5885,Blanco,209,151,255
5886,Blanco,149,178,255
5887,Blanco,24,119,255
5888,Blanco,152,200,255
5889,Blanco,28,212,255
5890,Blanco,200,21,255
5891,Blanco,57,201,255
5892,Blanco,12,145,255
5893,Blanco,158,50,255
5894,Blanco,120,219,255
5895,Blanco,37,42,255
5896,No blanco,150,95,162
5897,No blanco,190,157,162
5898,Blanco,0,151,255
5899,Blanco,10,64,255
5900,Blanco,215,152,255
5901,Blanco,205,104,255
5902,Blanco,169,0,255
5903,Blanco,56,14,255
5904,Blanco,73,11,255
5905,Blanco,82,197,254
5906,No blanco,49,120,162
5907,Blanco,208,110,255
5908,Blanco,32,214,255
5909,No blanco,98,62,162
5910,Blanco,109,34,254
5911,Blanco,69,22,255
5912,Blanco,9,97,255
5913,Blanco,208,134,255
5914,Blanco,0,57,255
5915,Blanco,27,79,255
5916,No blanco,129,111,162
5917,Blanco,186,24,255
5918,No blanco,104,172,162
5919,No blanco,91,89,162
5920,Blanco,8,112,255
5921,Blanco,70,157,254
5922,Blanco,11,146,255
5923,No blanco,87,175,162
5924,No blanco,175,122,162
5925,Blanco,102,19,255
5926,No blanco,173,139,162
5927,Blanco,172,5,255
5928,Blanco,167,164,255
5929,Blanco,4,202,255
5930,Blanco,223,109,255
5931,No blanco,163,132,162
5932,Blanco,20,33,255
5933,No blanco,185,150,162
5934,Blanco,113,26,255
5935,Blanco,210,141,255
5936,Blanco,46,4,255
5937,No blanco,181,84,159
5938,No blanco,104,86,162
5939,No blanco,93,152,162
5940,Blanco,54,176,255
5941,Blanco,133,173,200
5942,No blanco,158,114,162
5943,Blanco,202,158,255
5944,No blanco,141,86,162
5945,Blanco,11,105,255
5946,Blanco,168,18,255
5947,Blanco,40,217,255
5948,Blanco,200,219,255
5949,Blanco,63,175,255
5950,Blanco,136,183,255
5951,Blanco,198,207,255
5952,Blanco,1,72,255
5953,Blanco,71,193,255
5954,No blanco,94,108,162
5955,Blanco,69,182,255
5956,Blanco,27,52,255
5957,No blanco,102,40,162
5958,Blanco,73,4,255
5959,Blanco,68,199,255
5960,Blanco,180,30,255
5961,Blanco,199,89,255
5962,Blanco,14,81,255
5963,No blanco,175,136,162
5964,Blanco,27,186,255
5965,Blanco,185,14,255
5966,Blanco,31,70,255
5967,Blanco,167,4,255
5968,Blanco,129,0,255
5969,No blanco,73,149,162
5970,Blanco,14,102,255
5971,Blanco,25,76,255
5972,Blanco,110,32,254
5973,Blanco,189,74,255
5974,Blanco,29,55,255
5975,Blanco,127,0,255
5976,Blanco,222,183,255
5977,No blanco,163,76,162
5978,No blanco,143,77,162
5979,No blanco,164,129,162
5980,Blanco,57,156,255
5981,No blanco,136,151,162
5982,No blanco,168,138,162
5983,Blanco,10,169,255
5984,No blanco,186,54,162
5985,Blanco,43,51,255
5986,Blanco,61,90,255
5987,Blanco,56,164,255
5988,No blanco,167,80,162
5989,Blanco,144,188,255
5990,Blanco,64,169,255
5991,Blanco,195,56,255
5992,No blanco,143,115,162
5993,Blanco,216,151,255
5994,No blanco,130,103,162
5995,No blanco,90,112,162
5996,No blanco,167,112,162
5997,Blanco,36,25,255
5998,Blanco,60,197,255
5999,Blanco,20,108,255
6000,No blanco,180,143,162
6001,No blanco,168,92,162
6002,Blanco,31,193,255
6003,Blanco,1,6,255
6004,No blanco,175,84,162
6005,Blanco,7,53,255
6006,Blanco,33,166,255
6007,No blanco,131,153,162
6008,Blanco,168,224,255
6009,Blanco,211,200,255
6010,Blanco,170,191,255
6011,Blanco,158,212,255
6012,Blanco,59,222,255
6013,Blanco,42,99,255
6014,Blanco,77,93,255
6015,No blanco,162,152,162
6016,Blanco,166,202,255
6017,Blanco,2,140,255
6018,Blanco,19,24,255
6019,Blanco,213,89,255
6020,Blanco,95,182,255
6021,Blanco,151,2,255
6022,Blanco,35,93,255
6023,Blanco,222,84,255
6024,Blanco,217,4,255
6025,Blanco,13,90,255
6026,No blanco,183,150,162
6027,Blanco,18,172,255
6028,No blanco,101,78,162
6029,Blanco,13,33,255
6030,Blanco,140,200,255
6031,No blanco,87,180,162
6032,No blanco,176,144,162
6033,No blanco,133,159,162
6034,Blanco,223,12,255
6035,Blanco,60,52,255
6036,Blanco,205,93,255
6037,Blanco,51,183,255
6038,No blanco,123,65,162
6039,No blanco,78,86,194
6040,Blanco,20,124,255
6041,Blanco,138,16,255
6042,No blanco,151,97,162
6043,Blanco,150,198,255
6044,Blanco,83,32,255
6045,No blanco,181,46,162
6046,Blanco,10,68,255
6047,No blanco,105,131,162
6048,No blanco,105,164,162
6049,Blanco,55,186,255
6050,No blanco,78,115,162
6051,Blanco,37,46,255
6052,Blanco,208,169,255
6053,No blanco,139,120,162
6054,No blanco,185,45,158
6055,Blanco,71,197,255
6056,Blanco,216,104,255
6057,Blanco,162,220,255
6058,Blanco,78,20,255
6059,No blanco,185,63,162
6060,No blanco,138,158,162
6061,Blanco,126,43,255
6062,Blanco,0,98,255
6063,No blanco,184,111,162
6064,Blanco,21,27,255
6065,Blanco,199,120,255
6066,Blanco,70,27,255
6067,No blanco,48,114,162
6068,Blanco,47,214,255
6069,No blanco,107,78,162
6070,Blanco,179,0,255
6071,Blanco,221,74,255
6072,Blanco,198,164,255
6073,No blanco,115,192,162
6074,No blanco,151,142,162
6075,Blanco,80,31,255
6076,No blanco,79,137,162
6077,Blanco,33,24,255
6078,Blanco,28,39,255
6079,Blanco,133,205,255
6080,Blanco,10,184,255
6081,Blanco,62,78,255
6082,No blanco,83,142,162
6083,No blanco,140,149,162
6084,No blanco,162,115,162
6085,No blanco,96,71,162
6086,Blanco,89,33,255
6087,Blanco,172,202,255
6088,Blanco,189,22,255
6089,Blanco,207,176,255
6090,No blanco,75,107,162
6091,Blanco,106,205,255
6092,No blanco,153,91,162
6093,No blanco,101,110,162
6094,Blanco,190,64,254
6095,No blanco,114,91,162
6096,No blanco,183,56,162
6097,No blanco,153,103,162
6098,Blanco,31,69,255
6099,Blanco,157,13,255
6100,Blanco,60,164,255
6101,Blanco,185,214,255
6102,Blanco,29,100,255
6103,No blanco,172,54,162
6104,Blanco,53,60,255
6105,No blanco,150,157,162
6106,Blanco,205,175,255
6107,Blanco,189,47,253
6108,No blanco,108,60,162
6109,Blanco,1,67,255
6110,No blanco,50,110,158
6111,No blanco,121,188,162
6112,Blanco,168,36,255
6113,Blanco,178,29,255
6114,No blanco,115,116,162
6115,No blanco,138,96,162
6116,Blanco,82,51,255
6117,Blanco,22,168,255
6118,Blanco,77,55,255
6119,Blanco,187,133,255
6120,Blanco,192,166,254
6121,Blanco,127,42,255
6122,Blanco,40,142,255
6123,Blanco,78,98,255
6124,Blanco,206,99,255
6125,No blanco,81,182,162
6126,Blanco,35,16,255
6127,No blanco,156,72,162
6128,Blanco,30,176,255
6129,Blanco,103,2,255
6130,No blanco,172,112,162
6131,No blanco,184,119,162
6132,Blanco,25,46,255
6133,Blanco,172,35,255
6134,No blanco,93,137,162
6135,Blanco,119,17,255
6136,Blanco,35,167,255
6137,Blanco,172,172,255
6138,No blanco,185,56,162
6139,Blanco,141,224,255
6140,Blanco,146,29,255
6141,Blanco,203,85,255
6142,Blanco,133,219,255
6143,Blanco,12,198,255
6144,Blanco,109,216,255
6145,No blanco,84,170,162
6146,Blanco,22,66,255
6147,Blanco,52,91,255
6148,Blanco,46,148,255
6149,Blanco,207,5,255
6150,No blanco,140,86,162
6151,Blanco,17,104,255
6152,Blanco,27,203,255
6153,Blanco,207,60,255
6154,No blanco,115,147,162
6155,Blanco,194,38,255
6156,Blanco,125,54,255
6157,Blanco,197,33,255
6158,No blanco,165,120,162
6159,Blanco,201,83,255
6160,No blanco,93,174,162
6161,Blanco,37,43,255
6162,No blanco,152,124,162
6163,No blanco,94,33,159
6164,Blanco,42,151,255
6165,Blanco,121,48,255
6166,No blanco,161,95,162
6167,Blanco,121,6,255
6168,Blanco,2,178,255
6169,No blanco,94,116,162
6170,Blanco,200,185,255
6171,Blanco,155,34,255
6172,Blanco,0,154,255
6173,Blanco,198,130,255
6174,Blanco,207,20,255
6175,No blanco,80,75,159
6176,Blanco,56,24,255
6177,No blanco,91,80,162
6178,Blanco,212,6,255
6179,No blanco,106,80,162
6180,No blanco,179,48,162
6181,Blanco,159,204,255
6182,No blanco,158,67,162
6183,Blanco,3,106,255
6184,Blanco,111,222,255
6185,Blanco,133,7,255
6186,Blanco,4,198,255
6187,No blanco,103,102,162
6188,Blanco,88,54,255
6189,No blanco,167,113,162
6190,No blanco,151,116,162
6191,Blanco,190,41,255
6192,Blanco,79,154,254
6193,No blanco,87,100,162
6194,Blanco,195,129,255
6195,No blanco,96,160,162
6196,No blanco,103,82,162
6197,Blanco,224,186,255
6198,Blanco,91,203,255
6199,Blanco,121,22,255
6200,Blanco,218,156,255
6201,No blanco,190,118,162
6202,Blanco,145,212,255
6203,No blanco,154,156,162
6204,Blanco,216,54,255
6205,Blanco,214,70,255
6206,No blanco,147,143,162
6207,Blanco,2,95,255
6208,Blanco,4,155,255
6209,Blanco,2,188,255
6210,Blanco,86,205,255
6211,Blanco,75,212,255
6212,Blanco,99,203,255
6213,Blanco,6,56,255
6214,Blanco,61,85,255
6215,No blanco,146,157,162
6216,No blanco,179,51,162
6217,Blanco,192,42,255
6218,No blanco,184,153,162
6219,Blanco,207,65,255
